Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,type
50,13.1,0,0.07600554799999999,4,166.1158,17,2007,2,1,1,1169.8106,Train
37,8.06,0,0.02060989766666667,2,232.7326,18,2009,1,2,2,3696.5216,Train
04,10.195,1,0.14140214444444443,5,139.5838,18,2009,1,2,2,4495.4816,Train
38,10.1,0,0.053732324000000005,3,49.8008,10,1998,2,2,0,303.6048,Train
06,6.235,0,0.033807904,9,258.9962,10,1998,2,2,0,258.9962,Train
35,12.5,0,0.020782036,1,198.3742,18,2009,1,2,2,2587.9646,Train
04,11.35,1,0.06317369099999999,4,86.1856,13,1987,0,2,1,1494.0552,Train
16,9.065,0,0.115563679,5,96.0094,45,2002,2,1,1,1713.7692,Train
57,11.65,1,0.07627820099999999,13,85.1908,17,2007,2,1,1,671.1264,Train
45,18.2,1,0.012223686999999999,6,57.1904,49,1999,1,0,1,1640.5312,Train
04,6.115,1,0.011419301000000001,5,91.0488,18,2009,1,2,2,1629.8784,Train
25,6.92,1,0.131458247,2,90.5804,18,2009,1,2,2,183.7608,Train
40,7.035,0,0.021883367999999997,5,263.791,49,1999,1,0,1,4996.829000000001,Train
46,18.2,0,0.012607876,13,139.81799999999998,46,1997,2,0,1,1398.18,Train
31,10.5,1,0.025041737999999997,6,218.7508,45,2002,2,1,1,3255.762,Train
53,17.6,0,0.018934719,8,237.75900000000001,49,1999,1,0,1,3545.385,Train
09,13.5,0,0.021392306,6,182.0976,27,1985,1,2,3,6157.3184,Train
19,19.75,0,0.041448824,6,116.5466,45,2002,2,1,1,2828.3184,Train
33,16.5,0,0.028395167000000002,13,91.7146,13,1987,0,2,1,2462.7942,Train
08,13.15,1,0.165221717,6,172.0764,13,1987,0,2,1,4466.1864,Train
39,7.89,0,0.036127671,4,117.4782,35,2004,2,1,1,2026.0294,Train
53,20.5,1,0.019277945,5,82.8592,18,2009,1,2,2,1733.7432,Train
09,16.25,0,0.057629899000000005,6,123.9046,18,2009,1,2,2,1120.5414,Train
22,12.6,0,0.09621243199999999,13,207.2612,46,1997,2,0,1,4390.2852,Train
24,8.355000000000002,0,0.024387983999999998,0,92.4462,19,1985,2,0,0,185.0924,Train
09,8.775,0,0.021647195,6,109.5228,45,2002,2,1,1,994.7052,Train
57,7.42,1,0.021573645,12,184.6582,46,1997,2,0,1,5015.4714,Train
49,8.67,0,0.065424208,14,145.8128,35,2004,2,1,1,2444.8176,Train
19,8.77,1,0.046866331,6,170.5422,45,2002,2,1,1,1551.9798,Train
43,19.35,1,0.05649008644444445,6,238.6564,13,1987,0,2,1,3575.3459999999995,Train
50,16.25,0,0.087102593,4,96.041,13,1987,0,2,1,868.8689999999999,Train
29,11.5,0,0.01774202,8,129.6626,17,2007,2,1,1,1836.2764,Train
13,11.1,0,0.010632751999999999,3,82.5908,13,1987,0,2,1,1510.0344,Train
26,14.0,1,0.031116081,3,55.263999999999996,27,1985,1,2,3,1544.656,Train
21,5.59,1,0.05671761,13,62.9168,45,2002,2,1,1,1406.1696,Train
25,5.905,0,0.079931185,3,219.7456,19,1985,2,0,0,884.1824,Train
23,6.55,0,0.024505417999999998,1,102.9332,13,1987,0,2,1,1845.5976,Train
41,6.85,0,0.03830192,5,261.2594,10,1998,2,2,0,1046.6376,Train
42,21.25,0,0.024693927,9,144.1102,49,1999,1,0,1,1749.7224,Train
13,11.099999999999998,0,0.010590075,3,84.6908,27,1985,1,2,3,3691.1952,Train
47,12.8,1,0.190569038,1,138.7838,10,1998,2,2,0,280.9676,Train
57,8.31,1,0.10132541274999998,13,177.4028,46,1997,2,0,1,3896.2616,Train
47,12.1,0,0.016826748,7,179.166,46,1997,2,0,1,3056.022,Train
28,18.25,0,0.088394115,5,194.7452,27,1985,1,2,3,5872.356,Train
42,20.25,0,0.013720204666666668,9,145.6418,13,1987,0,2,1,3384.2614,Train
60,14.299999999999999,0,0.12978357699999998,0,78.2328,27,1985,1,2,3,1004.0264,Train
09,13.5,1,0.12128146740000001,13,262.89099999999996,19,1985,2,0,0,788.9730000000001,Train
45,16.75,0,0.10204006466666665,13,156.16299999999998,46,1997,2,0,1,2816.3340000000003,Train
27,7.075,0,0.058465268,4,145.3128,45,2002,2,1,1,1869.5664,Train
08,11.1,1,0.053765212,6,163.1526,35,2004,2,1,1,1808.9786,Train
10,6.63,1,0.01098386,13,55.4588,18,2009,1,2,2,343.5528,Train
40,8.935,0,0.040245222000000004,5,54.9298,49,1999,1,0,1,1348.245,Train
27,7.935,0,0.017253305,4,51.435,17,2007,2,1,1,499.35,Train
46,7.485,0,0.069231189,13,112.1228,49,1999,1,0,1,1215.7508,Train
46,9.5,0,0.074648119,13,253.3724,18,2009,1,2,2,755.0172,Train
53,18.35,0,0.030542489,8,193.1162,49,1999,1,0,1,2693.8268,Train
52,6.365,0,0.007359711,5,60.1536,49,1999,1,0,1,490.0288,Train
07,11.1,0,0.059940022,6,149.1366,49,1999,1,0,1,4231.8248,Train
05,11.395,0,0.01821854,8,149.2708,17,2007,2,1,1,2407.5328,Train
16,9.895,1,0.048860587000000004,5,260.2278,18,2009,1,2,2,4165.2448,Train
17,7.68,0,0.153419412,8,86.4224,17,2007,2,1,1,511.3344,Train
29,13.65,0,0.077219509,8,56.493,35,2004,2,1,1,509.337,Train
18,15.75,0,0.13504726,9,98.57,35,2004,2,1,1,2496.75,Train
02,10.195,1,0.146094132,4,196.1794,49,1999,1,0,1,2926.191,Train
31,10.895,0,0.027157955,11,50.2666,18,2009,1,2,2,820.2656,Train
60,19.7,1,0.080346058,0,195.71099999999998,27,1985,1,2,3,5499.508000000001,Train
19,17.7,1,0.016596645,6,48.3034,46,1997,2,0,1,777.6544,Train
37,17.25,0,0.084316691,14,263.39099999999996,35,2004,2,1,1,6311.784000000001,Train
21,18.6,0,0.07679167099999999,13,161.0236,13,1987,0,2,1,3705.8428,Train
14,13.8,0,0.01326146,3,108.0254,35,2004,2,1,1,759.6778,Train
08,11.1,1,0.0560771889,6,165.5526,18,2009,1,2,2,1973.4312,Train
27,10.195,1,0.012528611,10,195.111,17,2007,2,1,1,3731.809,Train
59,5.88,0,0.003597678,7,153.8998,49,1999,1,0,1,2922.1962,Train
29,11.15,0,0.032438645,8,163.0526,17,2007,2,1,1,2302.3364,Train
32,18.349999999999998,0,0.173527068,6,92.0462,19,1985,2,0,0,277.6386,Train
12,11.6,0,0.041112694,14,142.0154,18,2009,1,2,2,850.8924,Train
14,14.099999999999998,0,0.089243504,3,139.2496,27,1985,1,2,3,1976.0944,Train
51,12.1,0,0.011539622,4,163.5526,46,1997,2,0,1,2302.3364,Train
33,7.3100000000000005,0,0.04690397,13,110.65700000000001,19,1985,2,0,0,659.1419999999999,Train
23,4.635,0,0.141686037,1,126.9994,17,2007,2,1,1,1798.9916,Train
43,8.51,0,0.052051256,9,142.247,45,2002,2,1,1,2004.058,Train
37,9.6,0,0.09627919,14,167.3158,35,2004,2,1,1,1838.2738,Train
57,17.25,1,0.047533568,13,96.9068,17,2007,2,1,1,1458.102,Train
42,15.0,0,0.04499948,8,140.4838,45,2002,2,1,1,1685.8056,Train
47,16.75,0,0.12888573,1,87.6856,46,1997,2,0,1,1494.0552,Train
35,8.365,0,0.12025630300000001,7,39.2506,10,1998,2,2,0,75.9012,Train
37,17.25,0,0.06564284711111111,14,261.291,19,1985,2,0,0,788.9730000000001,Train
23,18.85,0,0.137755834,7,161.8578,18,2009,1,2,2,3530.0716,Train
28,6.615,0,0.093913607,4,198.7426,17,2007,2,1,1,1186.4556,Train
50,5.75,1,0.07528708099999999,4,115.3176,49,1999,1,0,1,572.5880000000001,Train
22,10.0,0,0.100055625,13,113.3544,18,2009,1,2,2,3467.4864,Train
04,13.1,0,0.006061565,5,188.9898,35,2004,2,1,1,4303.0654,Train
08,10.1,1,0.053667516,6,223.0088,49,1999,1,0,1,671.1264,Train
28,14.299999999999999,0,0.026194237000000002,5,79.0302,27,1985,1,2,3,1901.5248,Train
57,11.65,1,0.07600299099999999,13,83.4908,45,2002,2,1,1,503.3448,Train
17,18.599999999999998,0,0.080111611,8,94.6436,27,1985,1,2,3,4065.3748,Train
44,9.3,0,0.043141572,6,90.4172,18,2009,1,2,2,1249.0408,Train
03,19.6,0,0.024276035,4,45.3718,45,2002,2,1,1,614.5334,Train
46,11.35,0,0.03093263,13,51.5008,18,2009,1,2,2,607.2096,Train
60,5.44,1,0.017096552,0,178.137,45,2002,2,1,1,3175.866,Train
44,14.65,0,0.172357491,6,50.8692,17,2007,2,1,1,788.3072,Train
24,12.35,1,0.185824165,0,78.5328,35,2004,2,1,1,695.0952,Train
20,12.85,1,0.152988295,6,253.7382,17,2007,2,1,1,2271.0438,Train
47,17.1,0,0.05274253044444445,1,85.5566,49,1999,1,0,1,1860.2452,Train
26,11.6,1,0.143897558,4,240.6222,13,1987,0,2,1,2868.2664,Train
48,7.445,0,0.037845086,0,75.5354,17,2007,2,1,1,1956.1204,Train
32,15.099999999999998,1,0.1748389,6,142.8786,19,1985,2,0,0,433.4358,Train
56,17.25,1,0.278730642,6,63.2194,19,1985,2,0,0,247.6776,Train
01,6.135,0,0.11550099900000001,14,161.1236,18,2009,1,2,2,644.4944,Train
53,8.68,0,0.01478914,5,97.7384,10,1998,2,2,0,98.5384,Train
07,18.5,0,0.033938279,11,132.5284,35,2004,2,1,1,1318.2839999999999,Train
28,14.3,0,0.026299797000000003,5,79.4302,13,1987,0,2,1,1743.0644,Train
55,12.799999999999999,0,0.159394437,11,105.6938,19,1985,2,0,0,214.3876,Train
46,15.35,0,0.06430449811111111,13,88.28299999999999,46,1997,2,0,1,1797.66,Train
26,17.7,0,0.0916101643,4,182.5292,13,1987,0,2,1,2736.438,Train
56,15.2,1,0.10377827,6,175.6054,46,1997,2,0,1,2451.4756,Train
12,9.8,1,0.045522854,0,35.0874,17,2007,2,1,1,352.874,Train
40,5.985,0,0.09533143300000001,5,125.5678,27,1985,1,2,3,2543.356,Train
57,15.25,1,0.049433515250000004,13,179.766,18,2009,1,2,2,3056.022,Train
09,17.6,0,0.105472205,13,165.6868,17,2007,2,1,1,3111.9492,Train
07,7.55,1,0.030938774,6,121.0072,35,2004,2,1,1,2082.6224,Train
36,18.7,0,0.026174636,0,127.102,27,1985,1,2,3,3415.554,Train
01,19.7,1,0.160671255,3,254.7014,35,2004,2,1,1,3570.0196,Train
46,13.0,1,0.070243155,13,65.7484,13,1987,0,2,1,391.4904,Train
19,12.349999999999998,1,0.038313981000000004,6,109.95700000000001,27,1985,1,2,3,4504.137,Train
01,11.8,1,0.17054823800000002,3,113.8834,49,1999,1,0,1,1382.2008,Train
60,20.35,0,0.060794097000000005,0,233.6616,49,1999,1,0,1,2577.9776,Train
22,16.85,0,0.036446751,13,90.3488,49,1999,1,0,1,996.0368,Train
01,7.63,0,0.061188147000000005,14,94.0436,45,2002,2,1,1,1134.5232,Train
12,15.75,0,0.05488482099999999,0,195.3452,13,1987,0,2,1,1761.7068,Train
12,18.2,1,0.026064486,0,241.8196,46,1997,2,0,1,4097.3332,Train
28,13.85,1,0.025936747000000003,5,164.921,49,1999,1,0,1,2609.936,Train
57,10.895,0,0.035949725,6,132.9284,17,2007,2,1,1,3295.71,Train
04,15.6,0,0.045168898,4,242.9854,18,2009,1,2,2,2175.1686,Train
06,11.3,0,0.04767798,9,181.46599999999998,13,1987,0,2,1,3775.086,Train
53,20.0,0,0.058812134,8,111.6544,17,2007,2,1,1,1565.9616,Train
22,19.35,1,0.018667601000000002,13,112.9544,17,2007,2,1,1,2908.2144,Train
33,15.6,0,0.087646694,13,221.5798,13,1987,0,2,1,5509.495,Train
57,20.75,0,0.19033746,13,159.4578,19,1985,2,0,0,160.4578,Train
56,10.195,1,0.045165795999999994,6,118.4808,18,2009,1,2,2,1640.5312,Train
58,19.599999999999998,0,0.039385518,13,164.8526,27,1985,1,2,3,2631.2416,Train
45,9.5,1,0.010914988,13,183.8608,35,2004,2,1,1,2572.6512,Train
60,20.0,0,0.034203092000000004,0,43.3086,27,1985,1,2,3,624.5204,Train
34,10.65,1,0.085268317,13,229.7668,49,1999,1,0,1,3916.2356,Train
26,15.299999999999999,1,0.08435471300000001,3,215.5218,27,1985,1,2,3,4915.6014,Train
08,7.35,0,0.028571132000000003,6,40.8454,13,1987,0,2,1,587.2356,Train
60,15.7,0,0.037383778,14,179.7634,18,2009,1,2,2,1817.634,Train
20,7.365000000000001,0,0.042354152,6,227.27200000000002,27,1985,1,2,3,7017.531999999999,Train
59,15.85,0,0.043410693,15,39.4164,18,2009,1,2,2,154.4656,Train
58,13.8,1,0.056872392,13,231.1984,46,1997,2,0,1,5097.3648,Train
48,9.195,1,0.051573903,0,79.8644,13,1987,0,2,1,785.6439999999999,Train
15,9.3,0,0.016113019,4,248.8092,17,2007,2,1,1,5976.2208,Train
19,15.1,0,0.052295514,10,242.9512,13,1987,0,2,1,4847.024,Train
19,19.1,0,0.09712786699999999,6,234.4958,18,2009,1,2,2,1635.8706,Train
52,11.6,1,0.077284566,5,172.4106,49,1999,1,0,1,4277.765,Train
05,7.27,0,0.046653872,8,98.6384,45,2002,2,1,1,1970.7679999999998,Train
17,19.35,0,0.02775746,8,62.5168,49,1999,1,0,1,1534.0032,Train
56,9.695,0,0.1138588751,6,186.7898,10,1998,2,2,0,561.2694,Train
43,20.2,0,0.06998150610000001,9,94.1462,46,1997,2,0,1,832.9158,Train
59,5.880000000000001,0,0.003574698,7,154.6998,27,1985,1,2,3,3229.7958,Train
47,10.5,1,0.11733375,0,164.12099999999998,17,2007,2,1,1,2773.0570000000002,Train
20,12.5,1,0.081684728,6,92.3488,13,1987,0,2,1,1177.1344,Train
22,9.394999999999998,0,0.07926174400000001,13,81.825,19,1985,2,0,0,83.225,Train
52,17.75,0,0.030410272999999998,4,256.0672,13,1987,0,2,1,2045.3376,Train
29,9.0,0,0.069938838,8,264.8884,17,2007,2,1,1,2914.8724,Train
12,17.85,0,0.037885682999999996,14,190.4188,49,1999,1,0,1,952.0939999999999,Train
13,8.1,1,0.235183205,3,41.548,19,1985,2,0,0,79.896,Train
23,4.61,0,0.123151947,7,175.2396,18,2009,1,2,2,2093.2752,Train
56,8.75,1,0.074565098,6,186.8556,13,1987,0,2,1,7322.4684,Train
47,7.155,1,0.169137707,1,35.2874,17,2007,2,1,1,388.1614,Train
39,5.305,1,0.0490836461,10,182.0608,27,1985,1,2,3,7717.9536,Train
36,12.3,0,0.009429611999999999,0,71.33800000000001,45,2002,2,1,1,1098.57,Train
17,7.93,0,0.07107667200000001,8,44.9086,13,1987,0,2,1,802.9548,Train
35,8.01,0,0.070234306,7,34.9532,35,2004,2,1,1,539.298,Train
22,9.8,0,0.043663452,13,217.185,10,1998,2,2,0,432.77,Train
07,12.349999999999998,1,0.059110912,10,199.3426,19,1985,2,0,0,395.4852,Train
37,5.0,0,0.0341349718,14,190.453,10,1998,2,2,0,379.506,Train
05,19.6,0,0.042324556,8,150.9024,10,1998,2,2,0,303.6048,Train
42,16.5,0,0.012657493999999998,8,36.3506,49,1999,1,0,1,872.8638,Train
11,12.6,0,0.048857925,1,61.0194,49,1999,1,0,1,1052.6298,Train
14,14.1,0,0.09018502699999999,3,140.2496,17,2007,2,1,1,2681.8424,Train
42,6.38,0,0.015186146000000001,9,144.947,49,1999,1,0,1,3435.528,Train
26,20.25,1,0.07410213155555555,4,194.2794,49,1999,1,0,1,4291.7468,Train
15,17.2,0,0.155541973,10,159.7578,27,1985,1,2,3,641.8312,Train
07,12.3,0,0.052502049,9,190.85299999999998,46,1997,2,0,1,4364.319,Train
44,15.6,0,0.172596885,6,114.8518,46,1997,2,0,1,2163.1842,Train
47,15.0,0,0.118868155,13,229.4694,35,2004,2,1,1,5937.6044,Train
53,11.6,0,0.037639672,8,98.4042,49,1999,1,0,1,1388.8588,Train
49,17.2,1,0.021031586,3,164.7184,19,1985,2,0,0,495.3552,Train
07,9.394999999999998,0,0.06996801799999999,11,83.9908,19,1985,2,0,0,167.7816,Train
47,17.85,0,0.087963415,1,193.3794,17,2007,2,1,1,4291.7468,Train
59,14.8,1,0.043885147,1,108.757,35,2004,2,1,1,1867.569,Train
47,7.905,0,0.064163983,7,229.9694,49,1999,1,0,1,4567.388,Train
27,7.9350000000000005,0,0.015264210111111108,4,51.235,19,1985,2,0,0,49.935,Train
36,5.259999999999999,1,0.043597660999999996,0,165.5868,27,1985,1,2,3,5404.9644,Train
51,11.8,1,0.02592132,10,101.9674,35,2004,2,1,1,1731.7458,Train
48,14.0,0,0.023734872,0,103.2332,46,1997,2,0,1,1845.5976,Train
35,14.85,1,0.053921264,0,123.0072,49,1999,1,0,1,1960.1152,Train
31,7.39,0,0.12077096300000001,11,143.447,18,2009,1,2,2,2290.3520000000003,Train
47,15.0,0,0.118791698,13,229.9694,13,1987,0,2,1,4339.0186,Train
26,5.9399999999999995,0,0.034717799,3,179.4344,27,1985,1,2,3,6066.7696,Train
16,19.7,0,0.041823046,5,108.0912,45,2002,2,1,1,1965.4416,Train
15,10.8,0,0.164724567,10,98.4042,10,1998,2,2,0,99.2042,Train
53,16.2,0,0.174336148,8,184.0608,27,1985,1,2,3,6431.628000000001,Train
12,6.634999999999999,1,0.006295472,0,122.4098,27,1985,1,2,3,3735.8038,Train
28,19.2,1,0.093463546,5,189.1214,27,1985,1,2,3,2261.0568,Train
20,19.099999999999998,0,0.067520165,6,211.3586,19,1985,2,0,0,422.1172,Train
37,9.6,0,0.16118210300000002,14,165.3158,10,1998,2,2,0,334.2316,Train
28,10.695,0,0.053296868,5,59.6904,46,1997,2,0,1,937.4464,Train
31,21.1,1,0.161474419,6,62.9168,35,2004,2,1,1,1086.5856,Train
27,18.75,0,0.041740624,4,98.3042,19,1985,2,0,0,198.4084,Train
01,5.655,0,0.30654284800000003,14,147.3102,19,1985,2,0,0,291.6204,Train
25,6.135,0,0.079293753,14,111.286,18,2009,1,2,2,2263.72,Train
53,16.2,0,0.044472637,5,43.3454,17,2007,2,1,1,922.7988,Train
24,15.7,0,0.073816097,0,253.4724,45,2002,2,1,1,2013.3792,Train
49,17.2,1,0.012080016,3,164.4184,17,2007,2,1,1,2641.8944,Train
18,12.15,0,0.02859825,9,150.4708,46,1997,2,0,1,2257.062,Train
07,5.82,1,0.076944658,6,257.133,27,1985,1,2,3,7433.656999999999,Train
46,8.63,1,0.055084019000000005,13,114.7518,10,1998,2,2,0,455.4072,Train
50,15.0,1,0.162093059,3,182.5266,18,2009,1,2,2,1290.9862,Train
40,15.349999999999998,0,0.024546147999999997,5,34.619,19,1985,2,0,0,36.619,Train
60,20.5,0,0.118783796,0,108.5596,27,1985,1,2,3,1725.7536,Train
38,8.975,1,0.052836075999999996,3,86.6224,45,2002,2,1,1,1619.2256,Train
31,12.15,0,0.037889224,10,64.7826,35,2004,2,1,1,904.1564,Train
39,6.895,0,0.022587621000000002,10,143.7812,17,2007,2,1,1,1994.7368,Train
22,16.849999999999998,0,0.036213953,13,92.5488,27,1985,1,2,3,2625.9152,Train
20,8.325,0,0.029779207000000002,6,39.3138,35,2004,2,1,1,974.7312,Train
24,8.785,0,0.020693619,14,153.1656,17,2007,2,1,1,1853.5872,Train
51,17.25,0,0.042037073,4,172.6764,27,1985,1,2,3,6183.9504,Train
60,19.35,1,0.062516602,0,163.9184,35,2004,2,1,1,3137.2496,Train
40,17.5,1,0.012620221000000001,4,144.8102,10,1998,2,2,0,291.6204,Train
15,16.75,1,0.008615000000000001,10,72.4038,17,2007,2,1,1,739.038,Train
53,8.895,1,0.137618927,5,161.5236,35,2004,2,1,1,1772.3596,Train
14,7.71,1,0.04758869599999999,4,122.4756,46,1997,2,0,1,605.878,Train
54,21.099999999999998,0,0.050790917000000005,9,142.7786,19,1985,2,0,0,144.4786,Train
28,15.7,1,0.037864721000000004,5,124.1046,46,1997,2,0,1,1120.5414,Train
39,16.7,0,0.070551723,4,217.685,17,2007,2,1,1,2163.85,Train
54,20.35,0,0.021326471,9,76.1328,46,1997,2,0,1,772.328,Train
41,12.5,0,0.018955479,8,100.1384,17,2007,2,1,1,2167.8448,Train
45,15.1,1,0.105666833,6,41.6796,46,1997,2,0,1,495.3552,Train
55,14.0,0,0.040725405,9,43.4454,10,1998,2,2,0,41.9454,Train
35,8.365,0,0.072252888,7,39.6506,17,2007,2,1,1,834.9132,Train
25,10.695,1,0.061008889000000004,2,177.5712,17,2007,2,1,1,2636.5679999999998,Train
30,5.21,0,0.011007815,9,259.5962,35,2004,2,1,1,2848.9582,Train
15,13.65,1,0.025070953400000002,10,37.9532,45,2002,2,1,1,575.2512,Train
35,8.01,0,0.070247589,7,37.5532,46,1997,2,0,1,1366.2216,Train
28,5.88,1,0.030294931,5,104.09899999999999,49,1999,1,0,1,412.796,Train
29,5.615,0,0.21051155800000002,8,121.37299999999999,10,1998,2,2,0,123.17299999999999,Train
49,19.7,0,0.0650227,3,87.0198,49,1999,1,0,1,697.7584,Train
40,15.599999999999998,1,0.173587926,4,60.0194,19,1985,2,0,0,123.8388,Train
52,18.25,1,0.183579854,4,110.85700000000001,49,1999,1,0,1,1977.4260000000002,Train
31,15.35,1,0.11367842199999999,6,189.7504,18,2009,1,2,2,2492.7552,Train
13,15.849999999999998,0,0.078174543,3,39.9506,27,1985,1,2,3,721.0614,Train
08,10.3,0,0.027292686,6,101.2042,13,1987,0,2,1,396.8168,Train
15,13.65,1,0.026602089,10,35.1532,46,1997,2,0,1,790.9704,Train
45,8.615,0,0.116226984,6,95.9436,35,2004,2,1,1,2741.7644,Train
50,5.8,0,0.13122139300000002,4,87.8172,45,2002,2,1,1,1070.6064,Train
08,8.3,0,0.035409328,6,36.2506,49,1999,1,0,1,834.9132,Train
30,16.0,0,0.09645156222222222,9,210.4902,45,2002,2,1,1,3610.6334,Train
05,5.155,0,0.083327693,5,247.2776,49,1999,1,0,1,5944.2624,Train
09,8.895,1,0.08125293,13,49.8008,45,2002,2,1,1,1062.6168,Train
07,15.1,1,0.08856658660000001,6,63.7194,18,2009,1,2,2,1362.2268,Train
57,15.5,0,0.103422709,13,144.847,35,2004,2,1,1,1717.764,Train
28,6.325,0,0.125688044,5,100.9042,18,2009,1,2,2,2083.2882,Train
56,5.46,1,0.18744331399999997,6,145.8786,19,1985,2,0,0,288.9572,Train
44,9.3,0,0.04295842,6,89.3172,35,2004,2,1,1,2051.9956,Train
19,13.0,0,0.034938717,9,49.0034,27,1985,1,2,3,826.2578,Train
17,20.6,0,0.045603215,8,149.2392,18,2009,1,2,2,4026.7584,Train
40,15.5,1,0.085834992,5,49.6692,46,1997,2,0,1,788.3072,Train
54,9.195,0,0.048050783,9,105.6622,35,2004,2,1,1,1693.7952,Train
28,5.695,0,0.06558990599999999,5,258.2646,46,1997,2,0,1,5410.9566,Train
32,17.7,0,0.17352903600000003,6,113.2834,27,1985,1,2,3,4376.9692,Train
11,5.94,1,0.029492018,1,188.0556,18,2009,1,2,2,938.778,Train
32,6.36,0,0.121225455,6,45.906000000000006,17,2007,2,1,1,1118.5439999999999,Train
01,6.134999999999999,0,0.11447535699999999,14,160.9236,27,1985,1,2,3,2255.7304,Train
02,4.805,1,0.03667857255555555,4,123.9704,45,2002,2,1,1,2253.0672,Train
30,14.85,0,0.060927824000000005,9,254.8698,13,1987,0,2,1,4819.7262,Train
43,14.5,0,0.019459163999999998,11,161.621,13,1987,0,2,1,2120.573,Train
14,10.3,1,0.050070475999999996,3,77.896,46,1997,2,0,1,1278.336,Train
59,12.15,0,0.06227604,15,37.9532,35,2004,2,1,1,1078.596,Train
10,11.5,0,0.046217345,13,120.3124,45,2002,2,1,1,474.0496,Train
18,19.1,0,0.177270016,9,174.0422,46,1997,2,0,1,1724.422,Train
34,15.599999999999998,1,0.080127283,13,168.7132,19,1985,2,0,0,338.2264,Train
12,15.5,1,0.076059648,0,265.1568,18,2009,1,2,2,2109.2544,Train
33,7.31,0,0.026788937000000002,13,110.35700000000001,46,1997,2,0,1,3185.853,Train
33,18.7,0,0.089197963,13,257.3672,13,1987,0,2,1,2045.3376,Train
49,7.0,0,0.151279591,3,107.02799999999999,13,1987,0,2,1,2876.256,Train
02,12.5,0,0.112203445,3,121.14399999999999,35,2004,2,1,1,1438.128,Train
07,9.395,0,0.039961837,11,84.0908,46,1997,2,0,1,419.454,Train
38,10.5,1,0.048207017000000005,4,45.9376,46,1997,2,0,1,575.2512,Train
56,5.785,1,0.064871045,6,262.1252,10,1998,2,2,0,786.9756,Train
26,16.7,1,0.042685217000000004,4,120.7782,49,1999,1,0,1,1072.6038,Train
16,5.845,1,0.10518127699999999,5,214.4218,49,1999,1,0,1,5343.045,Train
58,9.395,0,0.103751236,13,235.8932,46,1997,2,0,1,942.7728,Train
26,5.94,0,0.035028853,3,179.8344,18,2009,1,2,2,1249.0408,Train
36,6.15,0,0.046262200999999996,0,97.8384,35,2004,2,1,1,2069.3064,Train
60,20.35,0,0.060688248,0,234.2616,35,2004,2,1,1,4687.232,Train
14,17.1,1,0.078347922,3,141.8838,10,1998,2,2,0,280.9676,Train
37,20.75,0,0.088828418,2,192.2478,27,1985,1,2,3,7943.6598,Train
23,5.765,0,0.081944045,0,36.7164,13,1987,0,2,1,849.5608,Train
03,12.65,0,0.123726711,10,107.7938,17,2007,2,1,1,2251.0698,Train
58,10.5,1,0.013485235,13,140.0154,13,1987,0,2,1,3119.9388,Train
09,18.25,0,0.077659918,13,260.2962,13,1987,0,2,1,1035.9848,Train
48,11.65,0,0.12398521520000001,0,149.8024,18,2009,1,2,2,1821.6288,Train
52,19.2,0,0.100074524,5,110.2886,46,1997,2,0,1,778.3202,Train
60,15.7,0,0.037289996,14,182.7634,49,1999,1,0,1,3453.5046,Train
14,10.3,1,0.050028809,3,80.096,13,1987,0,2,1,239.688,Train
29,13.65,0,0.077234113,8,56.893,46,1997,2,0,1,1188.453,Train
41,16.6,0,0.016197216,8,108.8596,13,1987,0,2,1,970.7364,Train
46,9.6,0,0.051571772,13,258.462,45,2002,2,1,1,4673.916,Train
48,11.85,1,0.055672032,0,50.5666,13,1987,0,2,1,922.7988,Train
48,17.75,1,0.066336811,0,154.1656,19,1985,2,0,0,617.8624,Train
29,8.6,0,0.032672263,8,141.2154,49,1999,1,0,1,709.077,Train
51,20.7,1,0.047491371,4,213.9876,46,1997,2,0,1,2143.876,Train
21,11.8,1,0.077154417,13,35.7558,17,2007,2,1,1,577.2486,Train
08,11.849999999999998,1,0.08769263599999999,6,162.5526,19,1985,2,0,0,328.9052,Train
03,12.6,1,0.074221559,4,255.9356,18,2009,1,2,2,4832.3764,Train
39,20.7,0,0.092834313,4,77.667,49,1999,1,0,1,2220.4429999999998,Train
18,15.85,0,0.020571083,9,41.6112,18,2009,1,2,2,255.6672,Train
42,6.36,0,0.005978595,9,163.6526,46,1997,2,0,1,1151.1682,Train
15,9.3,1,0.033489978999999996,10,156.6314,49,1999,1,0,1,1241.0512,Train
60,15.099999999999998,0,0.16660951699999998,0,157.6604,19,1985,2,0,0,316.9208,Train
24,20.7,0,0.021552357,0,157.0288,17,2007,2,1,1,2985.4472,Train
50,5.799999999999999,0,0.13032165199999998,4,88.7172,27,1985,1,2,3,3301.0364,Train
26,18.85,1,0.068059156,4,120.344,49,1999,1,0,1,1797.66,Train
30,16.6,0,0.027573983,9,176.6344,35,2004,2,1,1,2676.5159999999996,Train
43,12.5,0,0.103442268,9,170.8448,46,1997,2,0,1,4942.8992,Train
39,7.02,0,0.042528407000000004,4,83.825,17,2007,2,1,1,1414.825,Train
16,12.85,0,0.16831267800000002,5,45.906000000000006,13,1987,0,2,1,885.5139999999999,Train
